DBS0236830	12062103
DBS0236426	13678580
DBS0236895	7949426
DBS0236895	8382181
DBS0236896	8793298
DBS0236440	8382181
DBS0236436	8793298
DBS0236455	1648967
DBS0236831	12062103
DBS0236464	1849108
DBS0236464	7949426
DBS0236767	9389653
DBS0237017	11157987
DBS0235560	8702473
DBS0236457	8485319
DBS0236575	8063709
DBS0236575	21103944
DBS0236575	7790361
DBS0236575	9213227
DBS0237092	11410593
DBS0235407	1849108
DBS0237018	11157987
DBS0235945	12142016
DBS0235609	9207087
DBS0236617	944154
DBS0236866	1297341
DBS0236620	944154
DBS0236621	944154
DBS0236626	944154
DBS0236630	944154
DBS0236685	944154
DBS0236686	944154
DBS0236602	7622597
DBS0236602	1544378
DBS0235551	3025622
DBS0236533	4501129
DBS0236533	4474353
DBS0235558	4501129
DBS0237053	4501129
DBS0237086	745003
DBS0237086	6938634
DBS0236624	944154
DBS0236142	9421912
DBS0236673	944154
DBS0236290	10331990
DBS0236214	17249058
DBS0236279	3600415
DBS0236622	944154
DBS0237075	8207092
DBS0236327	6247610
DBS0236198	944154
DBS0236198	745003
DBS0236648	294471
DBS0236648	6283012
DBS0236648	6293867
DBS0236687	944154
DBS0236672	8207092
DBS0236200	944154
DBS0236200	745003
DBS0236284	7024457
DBS0236668	944154
DBS0236693	944154
DBS0236614	944154
DBS0236615	944154
DBS0236619	944154
DBS0236530	8099335
DBS0236530	7790362
DBS0236496	4226096
DBS0236496	8207092
DBS0237085	294471
DBS0237085	6955448
DBS0236660	8207092
DBS0236637	745003
DBS0236637	4859399
DBS0237074	6955448
DBS0236443	11162086
DBS0236443	15470262
DBS0236689	944154
DBS0236867	1297341
DBS0235559	10075837
DBS0235559	7790361
DBS0235559	8089184
DBS0235559	8188693
DBS0236876	8951083
DBS0236456	8485319
DBS0236488	7902839
DBS0236488	8282764
DBS0236396	7187363
DBS0236645	8207092
DBS0236398	3972247
DBS0236398	8099335
DBS0236674	8207092
DBS0236618	944154
DBS0236653	8207092
DBS0236395	6298035
DBS0236395	6274884
DBS0236652	944154
DBS0236652	4474353
DBS0236369	12796307
DBS0236641	8207092
DBS0236694	944154
DBS0236639	4859399
DBS0236408	6938634
DBS0236148	1240588
DBS0236276	7024457
DBS0236276	183142
DBS0236276	3600415
DBS0236962	7851634
DBS0237060	4474353
DBS0237060	944154
DBS0235972	13978227
DBS0235972	558832
DBS0235972	9582277
DBS0235562	1348970
DBS0236138	1986000
DBS0236138	2846388
DBS0236138	3151181
DBS0236138	8188693
DBS0236138	3771567
DBS0236638	6938634
DBS0236638	6955448
DBS0236670	8207092
DBS0236391	6298035
DBS0236391	1312226
DBS0236391	6274884
DBS0236683	4474353
DBS0236677	8207092
DBS0236643	294471
DBS0236643	6955448
DBS0235700	8288619
DBS0237044	11956322
DBS0236428	9560397
DBS0236428	292755
DBS0236184	11726513
DBS0236188	11726513
DBS0236362	12796307
DBS0236229	8089184
DBS0236229	1326764
DBS0236254	203854
DBS0235859	6541507
DBS0236528	9647646
